684,Citigrouporporated,8060 Hermitage,Cedar Rapids,52221,Iowa,316 475 6930
831,Illinois Tool Works,6753 Dan Ryan 71st St,San Antonio,78156 ,Texas,605 957 3348
51,The Aes Corporation,4790 Desplaines,Boise City,83431,Idaho,878 246 2916
351,Atmos Energy Corporation,4632 Polk,Stockton,95636 ,California,786 456 4823
648,Public Service Enterprise Grouporporated,3703 Avenue O,Cincinnati,45239,Ohio,317 694 2324
252,Xcel Energy,792 South Shore,St. Louis,63513,Missouri,940 994 6775
382,Trw,471 Lind,Los Angeles,90262,California,872 841 0647
541,Cbs Corporation,2887 Mccormick,Clarksville,37059,Tennessee,386 360 0358
844,The Kroger Co,6454 Algonquin,Lansing,48810,Michigan,321 682 7295
208,Xerox,390 Hurlbut,Madison,53359,Wisconsin,859 332 6806
523,First American Financial Corporation,8688 Huron,Cleveland,44227,Ohio,850 315 1477
74,Education Management Corporation,1540 Langley,Riverside,92544 ,California,310 340 4964
46,Aon,3272 Hyacinth,Baltimore,21696,Maryland,787 169 5048
192,Iron Mountain,588 Burnham Harbor,Provo,84049,Utah,786 687 6727
388,United Stationers,5010 Arthington,Long Beach,90706 ,California,850 487 9368
730,Cf Industries Holdings,4892 Morgan,Riverside,92590 ,California,313 601 2712
756,Ashland,1405 Monon,Anaheim,92835,California,562 460 6750
356,Dover Corporation,9530 Kenton,Overland Park,66242,Kansas,256 662 9313
840,Advanced Micro Devices,7224 Kewanee,Warren,48088,Michigan,520 595 9816
90,Southwestern Energy Company,926 Stockton,Little Rock,72136 ,Arkansas,925 191 9821
823,Oil States International,7259 Windsor,Detroit,48809,Michigan,605 288 9099
617,Reliant Energy Retail Holdings ,8283 Mccormick Pl Busway,Chattanooga,37687,Tennessee,954 952 7913
8,Cooper-standard Automotive Group,7136 Lsd Sb Stevenson Ob,Overland Park,66258,Kansas,210 847 7843
596,Vectren Corporation,12 Indiana,Overland Park,66241,Kansas,360 580 1401
714,The Shaw Group,7580 Louise,Des Moines,50354,Iowa,409 725 2645
483,Abbott Laboratories,8441 Eisenhower California Av,Chandler,85253,Arizona,651 376 7143
88,Jo-ann Stores,7143 Jefferson,Savannah,31336,Georgia,551 971 0622
967,Spartan Stores,2854 Orleans,Corpus Christi,78077,Texas,614 968 6106
440,Public Storage,4003 Kennedy Monroe St,Provo,84057,Utah,856 137 5881
893,Scana Corporation,2291 Mccrea,Plano,75213,Texas,425 855 9296
146,Charter Communications,8442 North,Tacoma,98019,Washington,980 566 5957
470,Blockbuster ,8895 Ohare Airport,Phoenix,85757,Arizona,717 217 6890
186,Hillshire Brands,1511 Jonquil,Boise City,83010,Idaho,832 310 7190
867,Chemtura Corp,5752 Cornelia,Yonkers,10792,New York,219 836 4111
136,Western Digital Corporation,5128 Seipp,Greensboro,27472,North Carolina,562 658 0762
782,Aeropostale,1964 Irving Park,Toledo,43294,Ohio,218 209 4176
242,Flowserve Corporation,9707 Commodore Whalen,Garland,75949,Texas,806 309 3043
935,Tenneco,4061 South Water Ramp,Anaheim,92846,California,240 362 2902
992,Liberty Media Corporation,5937 South Water Sub,Lubbock,79241,Texas,325 206 6452
606,Expeditors International Of Washington,7536 11th,Miami,33736,Florida,808 336 9494
860,The Estee Lauder Companies,6379 Bensley,Yonkers,10728,New York,612 568 6964
230,Raytheon Company,4075 Las Casas,Glendale,85056,Arizona,828 429 2008
278,J.b. Hunt Transport,2756 Ruble,Mobile,36614,Alabama,626 882 8157
813,The Pnc Financial Services Group,7276 Lowell,Gilbert,85213,Arizona,319 576 1729
127,Lsi Corporation,9361 Miltimore,Glendale,85014,Arizona,845 639 0630
761,Xerox,1301 16th,Salt Lake City,84044,Utah,432 388 6469
474,H&r Block,2122 Esmond,West Valley City,84039,Utah,254 257 3592
804,Dex One Corporation,2648 Baldwin,Provo,84067,Utah,818 397 7361
897,Simon Property Group,1479 Springfield,Fayetteville,72758,North Carolina,872 173 1086
743,Lear Corporation,4849 Avondale,Sioux Falls,57036,South Dakota,779 750 2605
529,Amerco,27 Ancona,Stamford,06909,Connecticut,423 868 9818
819,At&t,5747 Hermitage,Minneapolis,55003,Minnesota,860 356 2416
256,Trinity Industries,1602 Miltimore,Oxnard,93002,California,646 761 6598
894,Pacer International,1617 Hermitage,Hartford,06110,Connecticut,408 297 5735
843,Curtiss-wright Corporation,1818 123rd,Norfolk,23561,Virginia,513 672 6675
240,The Mcgraw-hill Companies,7665 Early,Tacoma,98063,Washington,402 465 5691
865,Forest Laboratories,258 Blue Island,Fremont,94556,California,303 910 8600
434,Cms Energy,1349 Maria,Jackson,49205,Mississippi,432 223 2867
345,Goodyear Tire & Rubber Co,4079 Dan Ryan 76th St,Baton Rouge,70336,Louisiana,325 789 3641
468,Northrop Grumman Corporation,4768 Science,Bellevue,98047,Washington,360 554 3842
890,The Pnc Financial Services Group,4376 Tahoma,Anaheim,92800,California,858 791 4971
6,Con-way,5385 Midway Airport Lower,Salt Lake City,84097,Utah,929 523 1949
783,Cardinal Health,3382 Cityfront Plaza,Wichita,67395,Kansas,434 635 3562
675,Netflix,4819 Park Shore East,Allentown,18123,Pennsylvania,601 854 8677
64,Stanley Black & Decker,8319 Dickinson,Naperville,60410,Illinois,318 370 9165
960,Walgreen Co,955 Sawyer,Honolulu,96170,Hawaii,828 614 2745
794,Agilent Technologies,9391 Lowerlevelt1,Hollywood,33008,Florida,513 737 0620
698,Cvs Caremark Corporation,7492 Onarga,Surprise,85318,Arizona,208 392 0132
693,Autozone,8148 Peoria,Allentown,18192,Pennsylvania,309 672 3212
397,Beacon Roofing Supply,4136 Altgeld,Savannah,31356,Georgia,620 985 5934
714,Capital One Financial Corporation,6077 Erie,Thornton,80237,Colorado,951 525 0772
507,Service Corporation International,3965 Raven,Naperville,60467,Illinois,351 807 5240
209,Xilinx,376 Mccutcheon,Montgomery,36189 ,Alabama,985 173 0898
17,D.r. Horton,9228 Artesian,Savannah,31352,Georgia,408 441 0537
462,Urban Outfitters,536 Rundell,Grand Rapids,49567,Michigan,718 215 0174
110,Cisco Systems,9373 Corcoran,Tucson,85176,Arizona,256 932 8708
93,Boston Scientific Corporation,7873 Zemke,St. Paul,55092,Minnesota,205 122 6077
203,Jones Lang Lasalleorporated,8811 Cregier,Fort Worth,76745,Texas,540 947 5438
180,Plexus Corp,2612 Loring,Riverside,92566 ,California,229 984 4573
314,Newpage Corporation,5258 72nd,Cedar Rapids,52224,Iowa,304 526 0153
678,True Value Company,6348 West Circle,Plano,75344,Texas,973 625 3290
873,Systemax,4933 Nelson,Seattle,98808,Washington,762 114 7615
612,Bank Of America,6770 84th,Santa Ana,92668,California,612 545 2116
661,Allegheny Energy,96 Stetson Sub,Garland,75692,Texas,475 707 0060
544,Juniper Networks,9778 College,Columbus,43456,Ohio,651 262 0190
439,Calpine Corporation,5923 Fargo,Fort Lauderdale,33475,Florida,916 335 0985
480,Johnson And Johnson,8012 Kenwood,Fayetteville,72724,North Carolina,309 991 9419
846,Edison International,9891 Massasoit,Grand Rapids,49569,Michigan,612 753 1540
808,Citigrouporporated,4952 Cottage,Long Beach,90724 ,California,475 772 1268
765,State Street Global Advisors,4513 Chicora,Kansas City,66017,Kansas,707 776 5581
385,Scansource,8314 Stevenson 25th St,Cary,27511,North Carolina,229 100 1339
245,Valmont Industries,3190 Ross,Seattle,98165,Washington,313 316 0368
774,Terex Corporation,4458 Shelby,Aurora,60538,Illinois,229 177 9884
254,United Refining Company,4022 Baldwin,Cary,27517,North Carolina,252 649 0232
938,American Water,8190 Grove,Norfolk,23534,Virginia,248 509 8509
642,Old Republic International Corporation,2487 St Paul,Louisville,40286,Kentucky,909 326 4761
930,Computer Sciences Corporation,402 Burnside,Birmingham,35029,Alabama,762 948 8982
173,Johnson & Johnson,864 Wilcox,Rockford,61184,Illinois,281 759 2859
58,Education Management Corporation,4601 Bishop Ford 130th St,Memphis,38993,Tennessee,202 595 0652
955,Ak Steel Corporation,5375 Menomonee,Seattle,98463,Washington,947 342 0847
