1,22-May-2011,11:00:44,1,1
2,2-Jul-2010,4:52:41,2,2
3,25-Nov-2005,13:27:49,3,3
4,11-Jul-2010,16:43:18,4,4
5,10-Jun-2001,4:20:51,5,5
6,10-Jun-2013,12:47:36,6,6
7,24-Aug-1983,8:26:32,7,7
8,23-Jan-2004,23:52:00,8,8
9,10-Mar-1996,14:51:36,9,9
10,8-Nov-1996,23:31:39,10,10
11,13-Dec-1984,10:54:03,11,11
12,11-Mar-1983,18:22:19,12,12
13,8-Jul-2013,7:56:48,13,13
14,25-Oct-2005,8:26:03,14,14
15,13-Jun-2004,6:40:42,15,15
16,19-May-1994,9:01:32,16,16
17,22-Jul-2008,5:35:36,17,17
18,1-Feb-1996,19:48:01,18,18
19,21-Mar-2007,7:24:35,19,19
20,7-Jan-1983,6:08:38,20,20
21,27-Mar-2012,17:40:00,21,21
22,29-Dec-2002,1:58:22,22,22
23,23-Dec-2004,0:45:47,23,23
24,7-May-2000,12:32:38,24,24
25,29-Aug-1986,10:44:06,25,25
26,30-Aug-1992,2:20:22,26,26
27,25-Mar-2008,15:40:48,27,27
28,10-Oct-1981,10:26:49,28,28
29,26-Jul-2001,1:01:46,29,29
30,17-Sep-1994,11:24:08,30,30
31,25-Feb-2011,1:09:39,31,31
32,14-Jan-1988,19:13:35,32,32
33,13-Jun-2012,19:12:30,33,33
34,6-Jun-1987,15:15:34,34,34
35,18-May-1992,18:27:50,35,35
36,13-Dec-2001,13:27:54,36,36
37,29-Aug-2001,1:26:20,37,37
38,1-Jul-2000,10:04:13,38,38
39,29-Jun-1980,13:00:26,39,39
40,24-Apr-1986,3:46:27,40,40
41,28-Jun-1989,17:09:50,41,41
42,17-Jan-2003,21:57:33,42,42
43,25-Jan-1980,0:43:42,43,43
44,25-Jul-2005,2:06:02,44,44
45,11-Jun-1989,20:33:00,45,45
46,12-Jan-2011,6:21:23,46,46
47,10-Aug-1986,23:13:44,47,47
48,22-May-1991,0:09:03,48,48
49,29-Oct-1994,8:06:56,49,49
50,29-May-2000,19:33:52,50,50
51,16-Sep-1997,9:30:06,51,51
52,1-Apr-2013,13:16:33,52,52
53,30-Jun-1983,10:25:20,53,53
54,8-Mar-1986,20:46:04,54,54
55,27-May-2003,15:03:19,55,55
56,16-Apr-2000,1:23:14,56,56
57,15-Nov-2010,16:04:08,57,57
58,21-Dec-2001,10:57:10,58,58
59,14-Jul-2001,21:29:27,59,59
60,12-Oct-1998,14:04:33,60,60
61,5-Jul-2002,14:03:17,61,61
62,3-Nov-1982,2:14:00,62,62
63,22-Feb-1993,3:30:28,63,63
64,24-Nov-1983,12:19:09,64,64
65,4-Jun-1983,12:57:43,65,65
66,13-Jan-1990,18:03:58,66,66
67,8-Mar-2005,16:54:10,67,67
68,12-Feb-1987,13:16:49,68,68
69,2-Aug-1997,6:49:08,69,69
70,17-Feb-1981,19:01:06,70,70
71,20-Nov-2006,8:52:33,71,71
72,23-Nov-2010,6:03:53,72,72
73,11-Sep-1981,0:34:21,73,73
74,12-Feb-2009,8:11:53,74,74
75,10-Nov-1989,13:07:11,75,75
76,23-Mar-2010,7:33:29,76,76
77,23-Nov-1989,16:27:04,77,77
78,16-Apr-2006,23:37:33,78,78
79,1-Dec-1990,2:00:05,79,79
80,26-Apr-1984,18:40:51,80,80
81,16-Apr-1991,7:10:46,81,81
82,24-Aug-2007,15:01:22,82,82
83,23-Nov-2004,18:45:08,83,83
84,11-Jan-1990,0:00:51,84,84
85,30-Jan-2005,2:54:32,85,85
86,28-Jun-1994,20:07:39,86,86
87,16-Nov-2001,11:57:38,87,87
88,26-Aug-2002,4:01:31,88,88
89,17-Oct-1989,22:10:26,89,89
90,21-Mar-1993,21:20:02,90,90
91,6-Jun-2006,10:01:17,91,91
92,1-Dec-1995,0:53:40,92,92
93,15-Dec-2006,10:27:28,93,93
94,17-Oct-2004,19:54:00,94,94
95,29-Apr-2000,9:46:59,95,95
96,22-May-2006,4:05:22,96,96
97,28-Jan-1982,19:48:20,97,97
98,30-May-2009,20:11:28,98,98
99,7-Jan-2001,3:20:03,99,99
100,19-May-1984,2:39:28,100,100
101,6-Nov-1994,4:47:42,67,101
102,29-Jul-1997,18:12:18,85,102
103,23-Jan-1984,11:31:26,11,103
104,12-Aug-2013,1:26:45,43,104
105,18-Feb-2006,21:02:12,41,105
106,16-Dec-1984,3:35:51,40,106
107,28-Oct-1996,14:17:47,73,107
108,1-Jul-1984,20:48:52,46,108
109,23-Dec-2003,17:07:10,24,109
110,7-Jun-1993,19:24:02,58,110
111,26-Apr-2013,20:38:52,40,111
112,15-May-1992,17:19:54,64,112
113,23-Jul-2002,5:14:45,41,113
114,19-Feb-2012,21:11:30,82,114
115,4-Apr-1995,18:13:27,97,115
116,1-Jan-1990,21:10:58,3,116
117,27-Apr-1998,19:30:14,21,117
118,26-Jul-1993,5:20:12,97,118
119,18-Jul-2002,15:06:16,69,119
120,27-May-2008,22:58:44,21,120
121,2-Apr-1984,18:47:23,1,121
122,8-Dec-2001,21:20:26,35,122
123,26-Dec-2003,7:53:55,98,123
124,6-May-2004,13:58:32,53,124
125,13-Dec-2007,16:15:06,62,125
126,1-Aug-2010,17:49:48,1,126
127,8-Jul-2002,0:49:01,47,127
128,25-Jun-1987,9:14:11,37,128
129,17-May-2006,21:54:58,87,129
130,24-Dec-1985,9:21:48,34,130
131,6-Jul-1991,5:22:38,86,131
132,16-Jan-1990,3:17:18,78,132
133,2-Apr-1980,12:32:16,41,133
134,30-Mar-1983,2:52:16,95,134
135,7-Jun-1982,17:54:01,52,135
136,19-Jun-1989,12:23:34,51,136
137,3-Aug-2000,1:05:40,6,137
138,30-Jun-1984,16:26:51,13,138
139,4-Sep-2003,13:00:29,48,139
140,21-Aug-1985,3:57:43,38,140
141,14-Nov-1986,16:32:26,68,141
142,12-Sep-2009,10:42:25,59,142
143,8-Oct-2000,10:32:32,64,143
144,5-Apr-2005,6:43:36,45,144
145,19-Jan-1980,14:33:53,91,145
146,16-Jul-2002,18:26:58,1,146
147,1-Nov-1984,19:34:40,89,147
148,16-Sep-2004,10:11:12,73,148
149,2-Feb-1982,3:38:20,88,149
150,11-Dec-2009,18:17:54,45,150
151,10-Jul-1988,18:32:35,86,151
152,28-Jun-2010,13:16:47,60,152
153,10-Feb-1996,9:33:11,80,153
154,2-Jun-1991,7:08:16,5,154
155,15-Jun-2002,20:20:42,85,155
156,17-Mar-1993,15:18:42,71,156
157,18-Feb-1982,16:14:41,83,157
158,1-Jul-1980,7:14:06,35,158
159,7-Aug-2004,3:30:31,59,159
160,19-Mar-1990,15:33:05,3,160
161,18-May-1999,20:16:56,60,161
162,30-Oct-2001,21:31:13,69,162
163,1-Jul-1982,8:24:32,75,163
164,7-Jun-2008,5:33:26,64,164
165,18-Feb-1988,12:35:05,38,165
166,13-Sep-2009,12:18:09,55,166
167,25-Jul-1998,16:30:00,29,167
168,23-Aug-2005,20:55:29,100,168
169,28-Jul-1993,18:04:12,63,169
170,7-Mar-1995,4:08:43,58,170
171,16-Dec-2003,7:44:01,18,171
172,24-Jan-1987,3:43:16,62,172
173,14-Nov-2002,7:55:08,81,173
174,25-Dec-1995,3:30:53,6,174
175,23-May-1982,15:46:57,9,175
176,22-Oct-2002,14:20:51,66,176
177,11-Mar-1999,18:26:49,16,177
178,19-Nov-2007,17:27:14,3,178
179,27-Sep-2010,21:38:55,83,179
180,13-Mar-2011,19:06:22,49,180
181,29-Jul-1996,6:11:44,28,181
182,24-Nov-1997,14:57:08,34,182
183,2-Oct-1986,1:54:22,1,183
184,30-Dec-1994,3:55:52,65,184
185,18-Jul-2006,5:24:25,93,185
186,28-Nov-2011,0:21:14,69,186
187,28-Mar-2013,7:32:00,61,187
188,24-Jun-1990,19:52:29,17,188
189,19-Aug-2011,22:50:12,53,189
190,4-Aug-1988,21:40:50,20,190
191,24-Jun-1993,8:05:15,95,191
192,1-May-1984,13:58:31,94,192
193,28-May-2013,4:13:23,84,193
194,15-May-2012,23:27:45,81,194
195,14-Jul-1985,5:44:36,13,195
196,2-Aug-2007,7:39:36,1,196
197,6-Oct-1983,3:32:51,60,197
198,18-Nov-1985,14:07:13,61,198
199,14-Feb-1992,21:03:03,28,199
200,16-Nov-1993,15:30:10,6,200
201,21-Sep-1990,0:17:09,2,201
202,5-Feb-2002,13:42:10,66,202
203,10-Jun-1995,4:34:58,17,203
204,22-Jun-1996,1:56:49,97,204
205,14-Sep-2006,0:05:05,23,205
206,4-Nov-2013,5:12:19,46,206
207,28-May-1989,23:48:06,34,207
208,26-Sep-2005,0:17:43,36,208
209,29-Jun-1988,20:48:38,36,209
210,8-Apr-1980,12:37:23,15,210
211,8-Apr-2002,17:33:54,98,211
212,12-Jan-1993,20:02:53,1,212
213,30-Aug-2000,8:54:49,51,213
214,6-Oct-1991,19:44:59,18,214
215,19-Jan-1982,2:08:50,78,215
216,22-Jan-2009,10:41:23,61,216
217,17-Apr-1993,10:01:23,57,217
218,24-Oct-1999,19:05:24,42,218
219,8-Jul-1994,15:13:31,15,219
220,18-May-1995,22:29:28,42,220
221,18-Dec-2000,5:54:17,61,221
222,16-May-1984,11:45:37,12,222
223,20-Oct-2010,9:27:21,12,223
224,3-Jan-2005,1:37:38,63,224
225,14-Aug-1992,4:16:51,40,225
226,24-Sep-1985,1:19:12,78,226
227,22-Nov-1982,12:28:26,81,227
228,20-Oct-2009,11:01:53,55,228
229,7-Feb-2008,3:57:35,50,229
230,21-May-1986,1:34:50,90,230
231,6-Jan-2000,8:31:39,79,231
232,18-Sep-1980,12:51:51,12,232
233,4-Feb-1995,2:39:47,7,233
234,16-Oct-1994,4:12:29,85,234
235,13-Jul-1986,22:04:29,17,235
236,15-Jun-1981,19:21:05,89,236
237,2-Nov-2009,7:09:26,51,237
238,26-Dec-1993,8:28:22,60,238
239,6-Oct-1994,21:18:58,90,239
240,2-Apr-2011,21:19:26,98,240
241,14-May-2001,10:25:03,74,241
242,12-Jun-2012,15:22:51,2,242
243,18-Oct-1993,4:47:00,60,243
244,9-Apr-2001,4:28:59,52,244
245,16-Oct-2004,17:35:00,31,245
246,1-Feb-1983,17:17:48,47,246
247,18-Jul-1980,1:49:13,51,247
248,7-Jun-1999,9:35:48,37,248
249,19-Jul-1983,12:26:05,11,249
250,16-Mar-2008,10:55:38,6,250
251,26-Jan-2000,8:00:07,14,251
252,26-Nov-1985,20:54:53,31,252
253,5-Jul-2006,3:01:03,100,253
254,2-Jul-2000,18:13:10,72,254
255,4-Dec-1987,6:16:51,35,255
256,15-Nov-1988,9:44:59,52,256
257,25-Nov-1986,2:06:35,31,257
258,16-Oct-1988,15:47:04,32,258
259,21-Oct-1989,2:31:56,1,259
260,9-Jul-1995,8:12:54,59,260
261,31-Oct-2003,18:47:22,1,261
262,11-Jun-1996,8:11:33,70,262
263,20-Apr-1985,3:24:03,26,263
264,8-Dec-1989,4:32:10,40,264
265,7-Feb-1983,0:42:10,22,265
266,4-Nov-1981,7:08:28,20,266
267,17-May-1983,1:17:50,51,267
268,17-Dec-1998,14:35:06,7,268
269,2-Nov-1992,18:55:05,35,269
270,23-Dec-1983,22:12:27,35,270
271,28-Nov-2013,10:01:52,12,271
272,13-Jan-1986,4:08:26,26,272
273,10-May-2011,23:19:51,43,273
274,26-Apr-2003,22:11:39,14,274
275,8-Jan-1984,14:48:46,81,275
276,11-Jun-2009,23:15:19,24,276
277,28-Jun-2009,6:33:30,69,277
278,28-Dec-1988,19:06:04,45,278
279,4-Aug-2009,22:45:48,85,279
280,29-Mar-2013,11:22:35,69,280
281,16-Jul-2001,17:19:21,92,281
282,3-Mar-2000,2:10:23,32,282
283,13-Mar-2013,9:09:12,44,283
284,3-Mar-1988,17:08:50,71,284
285,1-Nov-1999,16:08:24,83,285
286,6-Jun-2011,12:47:39,76,286
287,26-May-1986,12:18:13,81,287
288,3-May-2005,15:51:44,33,288
289,7-Jun-1980,6:38:37,49,289
290,6-Dec-1983,19:39:57,71,290
291,25-Jun-2008,20:59:58,4,291
292,25-Feb-2002,16:18:22,79,292
293,17-Sep-1983,0:01:34,6,293
294,30-Mar-2009,11:55:00,40,294
295,5-May-2011,5:44:43,91,295
296,5-Oct-1994,20:34:30,36,296
297,19-May-2010,9:18:52,36,297
298,2-Dec-2012,17:58:17,1,298
299,16-Jun-1990,13:47:03,71,299
300,26-Aug-1989,5:58:34,29,300
301,13-Jul-1994,7:45:09,14,301
302,19-Jun-2000,21:52:03,66,302
303,1-Apr-1998,5:49:00,33,303
304,3-Jul-1987,21:10:42,77,304
305,31-Dec-1992,1:46:36,39,305
306,4-Sep-2009,10:24:57,90,306
307,16-Aug-2011,11:11:32,58,307
308,26-May-1986,21:50:53,87,308
309,21-Feb-1995,8:48:56,86,309
310,10-Feb-2012,14:51:01,91,310
311,8-Jul-2002,6:06:26,50,311
312,6-Feb-1990,10:44:49,53,312
313,12-Apr-1986,11:10:25,41,313
314,3-Apr-1996,16:31:24,32,314
315,21-Nov-2012,19:48:34,36,315
316,6-Jul-1992,16:10:43,34,316
317,18-Oct-1983,20:55:38,59,317
318,16-Nov-1987,0:46:26,61,318
319,28-Apr-1982,7:51:42,30,319
320,24-May-2005,6:25:23,43,320
321,1-Dec-1991,17:37:05,3,321
322,25-Dec-2003,9:32:51,94,322
323,11-Nov-1998,8:46:49,89,323
324,8-Nov-2001,7:00:31,35,324
325,31-Oct-2005,13:47:54,30,325
326,17-Jul-2013,14:09:10,64,326
327,23-Jan-1981,14:11:58,2,327
328,19-Jul-1996,10:22:22,16,328
329,18-Jul-1990,0:04:39,22,329
330,27-Sep-2004,15:32:42,36,330
331,27-Apr-1998,7:09:02,5,331
332,12-Aug-2001,13:16:25,68,332
333,10-Mar-1997,0:12:10,21,333
334,26-Apr-1984,23:11:22,54,334
335,10-Apr-1982,1:14:40,99,335
336,27-Feb-2006,18:47:59,1,336
337,3-Jul-2000,3:40:04,45,337
338,28-Nov-2003,10:47:42,44,338
339,29-Jan-2009,7:30:02,96,339
340,9-Sep-1990,21:26:27,47,340
341,12-Aug-1982,20:00:03,95,341
342,24-Aug-2000,0:27:46,25,342
343,8-Mar-2001,6:25:44,99,343
344,5-Feb-2005,5:44:04,41,344
345,27-Jun-1996,1:13:05,45,345
346,10-Mar-1983,5:29:58,76,346
347,11-Mar-1998,16:30:33,84,347
348,26-Oct-1995,5:46:19,56,348
349,14-Jan-1988,7:13:06,84,349
350,18-Sep-2005,22:17:36,91,350
351,18-Feb-1982,8:08:15,12,351
352,21-Sep-1981,15:30:40,86,352
353,2-Jul-2008,8:44:07,35,353
354,11-Oct-2001,14:33:23,22,354
355,19-Mar-2004,12:30:38,70,355
356,28-Jan-2000,19:38:56,56,356
357,6-Mar-1994,14:54:45,36,357
358,10-Jan-2000,14:16:42,80,358
359,8-Apr-2001,17:27:22,23,359
360,30-May-2011,22:58:01,59,360
361,10-May-2001,15:24:50,17,361
362,27-Nov-2006,4:37:06,24,362
363,26-Jun-2008,22:01:37,37,363
364,18-Nov-2002,14:21:32,94,364
365,31-Dec-1997,20:46:47,57,365
366,14-May-1992,21:57:53,75,366
367,23-Dec-1990,15:26:58,16,367
368,3-Dec-2000,3:31:36,25,368
369,23-Jun-1984,18:34:59,45,369
370,3-Nov-1984,19:03:46,48,370
371,9-Apr-2002,8:04:24,61,371
372,17-Jul-2000,3:46:32,21,372
373,12-Apr-2004,23:06:21,80,373
374,19-Aug-2000,8:49:23,2,374
375,5-Jan-2000,5:56:34,35,375
376,27-Jul-2012,7:20:03,36,376
377,11-Jan-2002,22:12:04,42,377
378,13-Nov-2001,12:49:10,71,378
379,23-Feb-1982,9:34:56,23,379
380,3-Jul-2013,13:00:19,34,380
381,18-Oct-1996,13:17:40,32,381
382,5-Sep-1999,14:01:05,86,382
383,1-Aug-1990,21:13:14,77,383
384,18-Apr-2006,8:07:06,55,384
385,5-Jun-1997,11:15:06,19,385
386,30-Jul-1991,16:57:02,23,386
387,20-Jun-1992,11:06:53,92,387
388,26-Jan-1998,6:04:51,32,388
389,29-Sep-2000,21:43:27,82,389
390,9-Nov-1990,3:14:08,9,390
391,14-Jan-1984,21:32:18,78,391
392,3-May-1999,13:15:06,58,392
393,16-Jul-1983,6:00:50,66,393
394,8-Jan-1982,19:03:10,59,394
